fetched_at_utc,observation_time_utc,station_id,wind_direction,wind_speed_kt,wind_speed,wind_gust_kt,wind_gust_10m_ms,temperature_c,dewpoint_c,altimeter_hpa,raw_metar,source
2026-05-24T20:43:11.060663+00:00,2026-05-24T19:54:00+00:00,KBOS,90,14.0,7.202216,,,11.7,10.6,1030.2,METAR KBOS 241954Z 09014KT 2SM -RA BR FEW007 BKN017 OVC024 12/11 A3042 RMK AO2 SLP299 P0000 T01170106 $,aviationweather_metar
2026-05-24T20:43:11.060655+00:00,2026-05-24T20:01:00+00:00,KBOS,80,16.0,8.231104,,,11.7,10.6,1029.9,SPECI KBOS 242001Z 08016KT 3SM -RA BR FEW006 BKN015 OVC020 12/11 A3041 RMK AO2 P0001 T01170106 $,aviationweather_metar
2026-05-24T20:43:11.060646+00:00,2026-05-24T20:11:00+00:00,KBOS,80,16.0,8.231104,,,11.1,10.6,1029.9,SPECI KBOS 242011Z 08016KT 3SM -RA BR BKN010 OVC015 11/11 A3041 RMK AO2 P0001 T01110106 $,aviationweather_metar
2026-05-24T20:43:11.060634+00:00,2026-05-24T20:14:00+00:00,KBOS,90,17.0,8.745548,,,11.1,10.6,1029.9,SPECI KBOS 242014Z 09017KT 3SM -RA BR BKN007 OVC013 11/11 A3041 RMK AO2 P0001 T01110106 $,aviationweather_metar
2026-05-24T20:43:11.060602+00:00,2026-05-24T20:21:00+00:00,KBOS,80,14.0,7.202216,,,11.7,10.6,1029.9,SPECI KBOS 242021Z 08014KT 2SM RA BR SCT007 OVC013 12/11 A3041 RMK AO2 P0002 T01170106 $,aviationweather_metar
2026-05-24T21:39:25.140066+00:00,2026-05-24T20:50:00+00:00,KBOS,90,15.0,7.71666,,,11.0,11.0,1029.5,SPECI KBOS 242050Z 09015KT 1 1/2SM -RA BR BKN007 OVC013 11/11 A3040 RMK AO2 P0006 $,aviationweather_metar
2026-05-24T21:39:25.140031+00:00,2026-05-24T20:54:00+00:00,KBOS,90,14.0,7.202216,,,11.1,10.6,1029.5,METAR KBOS 242054Z 09014KT 1 1/2SM R04R/5500VP6000FT -RA BR OVC007 11/11 A3040 RMK AO2 SLP292 P0007 60010 T01110106 58013 $,aviationweather_metar
2026-05-24T22:39:34.150583+00:00,2026-05-24T21:54:00+00:00,KBOS,80,14.0,7.202216,,,11.1,10.6,1028.5,METAR KBOS 242154Z 08014KT 1 1/2SM R04R/5500VP6000FT RA BR BKN006 OVC012 11/11 A3037 RMK AO2 SLP284 P0006 T01110106 $,aviationweather_metar
2026-05-24T23:42:14.594662+00:00,2026-05-24T22:54:00+00:00,KBOS,70,14.0,7.202216,,,11.7,11.1,1028.2,METAR KBOS 242254Z 07014KT 2 1/2SM -RA BR OVC004 12/11 A3036 RMK AO2 SLP279 P0007 T01170111 $,aviationweather_metar
2026-05-25T01:52:35.031204+00:00,2026-05-24T23:54:00+00:00,KBOS,70,14.0,7.202216,,,11.1,11.1,1027.5,METAR KBOS 242354Z 07014KT 2SM -RA BR OVC004 11/11 A3034 RMK AO2 SLP274 P0007 60030 T01110111 10117 20111 56018 $,aviationweather_metar
2026-05-25T01:52:35.031192+00:00,2026-05-25T00:36:00+00:00,KBOS,80,13.0,6.687772,,,11.1,11.1,1027.2,SPECI KBOS 250036Z 08013KT 4SM -RA BR OVC004 11/11 A3033 RMK AO2 P0002 T01110111 $,aviationweather_metar
2026-05-25T01:52:35.031161+00:00,2026-05-25T00:54:00+00:00,KBOS,70,13.0,6.687772,,,11.7,11.1,1026.8,METAR KBOS 250054Z 07013KT 3SM -RA BR OVC004 12/11 A3032 RMK AO2 SLP267 P0002 T01170111 $,aviationweather_metar
2026-05-25T06:18:53.333138+00:00,2026-05-25T01:54:00+00:00,KBOS,80,11.0,5.658884,,,11.7,11.1,1026.5,METAR KBOS 250154Z 08011KT 4SM -RA BR OVC004 12/11 A3031 RMK AO2 SLP264 P0001 T01170111 $,aviationweather_metar
2026-05-25T06:18:53.333129+00:00,2026-05-25T02:51:00+00:00,KBOS,60,11.0,5.658884,,,12.0,11.0,1025.5,SPECI KBOS 250251Z 06011KT 2 1/2SM -RA BR OVC003 12/11 A3028 RMK AO2 P0001 $,aviationweather_metar
2026-05-25T06:18:53.333120+00:00,2026-05-25T02:54:00+00:00,KBOS,60,10.0,5.14444,,,11.7,11.1,1025.5,METAR KBOS 250254Z 06010KT 2 1/2SM -RA BR OVC003 12/11 A3028 RMK AO2 SLP253 P0001 60004 T01170111 56014 $,aviationweather_metar
2026-05-25T06:18:53.333111+00:00,2026-05-25T03:54:00+00:00,KBOS,60,11.0,5.658884,,,11.7,11.1,1024.1,METAR KBOS 250354Z 06011KT 3SM BR OVC003 12/11 A3024 RMK AO2 RAE35 SLP239 P0001 T01170111 $,aviationweather_metar
2026-05-25T06:18:53.333102+00:00,2026-05-25T04:42:00+00:00,KBOS,60,8.0,4.115552,,,12.2,11.7,1023.1,SPECI KBOS 250442Z 06008KT 2 1/2SM BR OVC002 12/12 A3021 RMK AO2 T01220117 $,aviationweather_metar
2026-05-25T06:18:53.333093+00:00,2026-05-25T04:54:00+00:00,KBOS,70,6.0,3.086664,,,12.2,12.2,1023.1,METAR KBOS 250454Z 07006KT 3SM BR OVC002 12/12 A3021 RMK AO2 SLP228 T01220122 401280111 $,aviationweather_metar
2026-05-25T06:18:53.333082+00:00,2026-05-25T05:22:00+00:00,KBOS,60,6.0,3.086664,,,12.2,12.2,1022.4,SPECI KBOS 250522Z 06006KT 2 1/2SM BR OVC002 12/12 A3019 RMK AO2 T01220122 $,aviationweather_metar
2026-05-25T06:18:53.333071+00:00,2026-05-25T05:38:00+00:00,KBOS,60,5.0,2.57222,,,12.2,12.2,1022.1,SPECI KBOS 250538Z 06005KT 1 1/2SM R04R/5500VP6000FT BR OVC002 12/12 A3018 RMK AO2 T01220122 $,aviationweather_metar
2026-05-25T06:18:53.333041+00:00,2026-05-25T05:54:00+00:00,KBOS,70,5.0,2.57222,,,12.8,12.2,1021.8,METAR KBOS 250554Z 07005KT 3/4SM R04R/4500VP6000FT BR VV002 13/12 A3017 RMK AO2 SLP216 60005 T01280122 10128 20111 56038 $,aviationweather_metar
2026-05-25T10:54:31.087086+00:00,2026-05-25T06:54:00+00:00,KBOS,0,0.0,0.0,,,12.8,12.8,1021.1,METAR KBOS 250654Z 00000KT 1SM R04R/P6000FT BR OVC002 13/13 A3015 RMK AO2 SLP207 T01280128 $,aviationweather_metar
2026-05-25T10:54:31.087070+00:00,2026-05-25T07:54:00+00:00,KBOS,340,3.0,1.543332,,,12.8,12.8,1020.1,METAR KBOS 250754Z 34003KT 1SM R04R/5000V6000FT BR VV003 13/13 A3012 RMK AO2 SLP200 T01280128 $,aviationweather_metar
2026-05-25T10:54:31.087050+00:00,2026-05-25T08:17:00+00:00,KBOS,360,4.0,2.057776,,,12.8,12.8,1019.7,SPECI KBOS 250817Z 36004KT 3/4SM R04R/3000V4000FT BR VV002 13/13 A3011 RMK AO2 T01280128 $,aviationweather_metar
2026-05-25T10:54:31.087029+00:00,2026-05-25T08:54:00+00:00,KBOS,340,4.0,2.057776,,,12.8,12.2,1019.7,METAR KBOS 250854Z 34004KT 1/2SM R04R/2000V2600FT FG VV002 13/12 A3011 RMK AO2 SLP195 T01280122 56021 $,aviationweather_metar
2026-05-25T10:54:31.087009+00:00,2026-05-25T09:25:00+00:00,KBOS,30,4.0,2.057776,,,12.8,12.8,1019.4,SPECI KBOS 250925Z 03004KT 1/4SM R04R/1800V2000FT FG VV002 13/13 A3010 RMK AO2 T01280128 $,aviationweather_metar
2026-05-25T10:54:31.086989+00:00,2026-05-25T09:33:00+00:00,KBOS,20,3.0,1.543332,,,12.8,12.8,1019.4,SPECI KBOS 250933Z 02003KT 1/4SM R04R/1600V3000FT FG VV002 13/13 A3010 RMK AO2 T01280128 $,aviationweather_metar
2026-05-25T10:54:31.086968+00:00,2026-05-25T09:45:00+00:00,KBOS,0,0.0,0.0,,,12.8,12.8,1019.4,SPECI KBOS 250945Z 00000KT 1/4SM R04R/1600V2000FT FG VV002 13/13 A3010 RMK AO2 T01280128 $,aviationweather_metar
2026-05-25T10:54:31.086944+00:00,2026-05-25T09:52:00+00:00,KBOS,10,3.0,1.543332,,,13.0,13.0,1019.4,SPECI KBOS 250952Z 01003KT 1/4SM R04R/1600V2800FT FG VV002 13/13 A3010 RMK AO2 $,aviationweather_metar
2026-05-25T10:54:31.086896+00:00,2026-05-25T09:54:00+00:00,KBOS,10,3.0,1.543332,,,12.8,12.8,1019.4,METAR KBOS 250954Z 01003KT 1/4SM R04R/1800V2800FT FG VV002 13/13 A3010 RMK AO2 SLP192 T01280128 $,aviationweather_metar
2026-05-25T16:16:04.967677+00:00,2026-05-25T10:54:00+00:00,KBOS,0,0.0,0.0,,,12.8,12.8,1019.0,METAR KBOS 251054Z 00000KT 1/2SM R04R/2000V4500FT -RA FG VV003 13/13 A3009 RMK AO2 RAB36 SLP187 P0001 T01280128 $,aviationweather_metar
2026-05-25T16:16:04.967668+00:00,2026-05-25T11:15:00+00:00,KBOS,0,0.0,0.0,,,12.8,12.8,1018.4,SPECI KBOS 251115Z 00000KT 3/4SM R04R/1600V2200FT BR VV003 13/13 A3007 RMK AO2 RAE06 P0000 T01280128 $,aviationweather_metar
2026-05-25T16:16:04.967659+00:00,2026-05-25T11:26:00+00:00,KBOS,0,0.0,0.0,,,12.8,12.8,1018.7,SPECI KBOS 251126Z 00000KT 1SM R04R/1800V2600FT BR OVC003 13/13 A3008 RMK AO2 RAE06 P0000 T01280128 $,aviationweather_metar
2026-05-25T16:16:04.967651+00:00,2026-05-25T11:38:00+00:00,KBOS,20,4.0,2.057776,,,12.8,12.8,1018.4,SPECI KBOS 251138Z 02004KT 1/4SM R04R/5000VP6000FT BR OVC002 13/13 A3007 RMK AO2 SFC VIS 1 1/4 RAE06 P0000 T01280128 $,aviationweather_metar
2026-05-25T16:16:04.967642+00:00,2026-05-25T12:54:00+00:00,KBOS,90,3.0,1.543332,,,13.3,13.3,1017.0,METAR KBOS 251254Z 09003KT 1/2SM R04R/2800V3000FT BR OVC003 13/13 A3003 RMK AO2 SFC VIS 2 SLP169 T01330133 $,aviationweather_metar
2026-05-25T16:16:04.967632+00:00,2026-05-25T13:23:00+00:00,KBOS,0,0.0,0.0,,,13.9,13.3,1017.0,SPECI KBOS 251323Z 00000KT 1SM R04R/4500VP6000FT BR OVC003 14/13 A3003 RMK AO2 SFC VIS 2 1/2 T01390133 $,aviationweather_metar
2026-05-25T16:16:04.967623+00:00,2026-05-25T13:38:00+00:00,KBOS,230,5.0,2.57222,,,13.9,13.9,1017.0,SPECI KBOS 251338Z 23005KT 3/4SM R04R/P6000FT BR OVC003 14/14 A3003 RMK AO2 SFC VIS 2 1/2 T01390139 $,aviationweather_metar
2026-05-25T16:16:04.967614+00:00,2026-05-25T13:54:00+00:00,KBOS,280,5.0,2.57222,,,13.9,13.9,1017.0,METAR KBOS 251354Z 28005KT 1SM R04R/P6000FT -RA BR OVC004 14/14 A3003 RMK AO2 SFC VIS 2 RAB43 SLP168 P0000 T01390139 $,aviationweather_metar
2026-05-25T16:16:04.967606+00:00,2026-05-25T14:17:00+00:00,KBOS,290,9.0,4.629996,16.0,8.231104,13.9,13.3,1017.4,SPECI KBOS 251417Z 29009G16KT 2SM RA BR OVC004 14/13 A3004 RMK AO2 SFC VIS 4 P0001 T01390133 $,aviationweather_metar
2026-05-25T16:16:04.967597+00:00,2026-05-25T14:25:00+00:00,KBOS,290,8.0,4.115552,,,13.9,13.3,1017.4,SPECI KBOS 251425Z 29008KT 4SM RA BR BKN006 OVC010 14/13 A3004 RMK AO2 P0003 T01390133 $,aviationweather_metar
2026-05-25T16:16:04.967587+00:00,2026-05-25T14:54:00+00:00,KBOS,300,8.0,4.115552,,,13.3,13.3,1017.0,METAR KBOS 251454Z 30008KT 9SM -RA FEW006 BKN009 OVC047 13/13 A3003 RMK AO2 SLP168 P0006 60006 T01330133 55012 $,aviationweather_metar
2026-05-25T16:16:04.967575+00:00,2026-05-25T15:26:00+00:00,KBOS,290,6.0,3.086664,,,13.9,13.3,1016.7,SPECI KBOS 251526Z 29006KT 10SM -RA FEW008 OVC010 14/13 A3002 RMK AO2 P0000 T01390133 $,aviationweather_metar
2026-05-25T16:16:04.967544+00:00,2026-05-25T15:54:00+00:00,KBOS,270,7.0,3.601108,,,14.4,13.3,1016.7,METAR KBOS 251554Z 27007KT 10SM FEW008 OVC010 14/13 A3002 RMK AO2 RAE41 SLP166 P0000 T01440133 $,aviationweather_metar
2026-05-25T18:06:57.307772+00:00,2026-05-25T16:54:00+00:00,KBOS,270,9.0,4.629996,,,17.2,14.4,1016.0,METAR KBOS 251654Z 27009KT 10SM BKN013 BKN045 BKN250 17/14 A3000 RMK AO2 SLP159 T01720144 $,aviationweather_metar
2026-05-25T18:06:57.307763+00:00,2026-05-25T17:11:00+00:00,KBOS,250,6.0,3.086664,,,17.8,14.4,1016.0,SPECI KBOS 251711Z 25006KT 10SM SCT014 SCT050 BKN160 BKN250 18/14 A3000 RMK AO2 T01780144 $,aviationweather_metar
2026-05-25T18:06:57.307752+00:00,2026-05-25T17:32:00+00:00,KBOS,270,9.0,4.629996,,,18.9,14.4,1015.7,SPECI KBOS 251732Z 27009KT 10SM BKN018 BKN160 19/14 A2999 RMK AO2 T01890144 $,aviationweather_metar
2026-05-25T18:06:57.307719+00:00,2026-05-25T17:54:00+00:00,KBOS,270,8.0,4.115552,,,18.9,14.4,1015.7,METAR KBOS 251754Z 27008KT 10SM SCT018 BKN160 BKN250 19/14 A2999 RMK AO2 SLP154 60006 T01890144 10194 20133 58014 $,aviationweather_metar
2026-05-25T19:57:36.877284+00:00,2026-05-25T18:54:00+00:00,KBOS,260,8.0,4.115552,,,20.6,15.0,1015.3,METAR KBOS 251854Z 26008KT 10SM BKN024 BKN180 BKN250 21/15 A2998 RMK AO2 SLP153 T02060150 $,aviationweather_metar
2026-05-25T19:57:36.877250+00:00,2026-05-25T19:24:00+00:00,KBOS,250,9.0,4.629996,,,21.1,15.0,1015.3,SPECI KBOS 251924Z 25009KT 10SM SCT026 BKN220 21/15 A2998 RMK AO2 T02110150 $,aviationweather_metar
2026-05-25T21:04:03.710942+00:00,2026-05-25T19:54:00+00:00,KBOS,230,8.0,4.115552,,,21.7,15.6,1015.0,METAR KBOS 251954Z 23008KT 200V270 10SM FEW028 FEW160 BKN250 22/16 A2997 RMK AO2 SLP148 T02170156 $,aviationweather_metar
2026-05-25T21:04:03.710915+00:00,2026-05-25T20:54:00+00:00,KBOS,250,7.0,3.601108,,,23.3,16.1,1014.6,METAR KBOS 252054Z 25007KT 10SM FEW030 SCT250 23/16 A2996 RMK AO2 SLP146 T02330161 58008 $,aviationweather_metar
2026-05-25T22:17:08.068856+00:00,2026-05-25T21:54:00+00:00,KBOS,310,8.0,4.115552,,,24.4,14.4,1014.6,METAR KBOS 252154Z 31008KT 10SM FEW044 SCT250 24/14 A2996 RMK AO2 SLP143 T02440144 $,aviationweather_metar
2026-05-25T23:36:33.059196+00:00,2026-05-25T22:54:00+00:00,KBOS,280,9.0,4.629996,,,24.4,14.4,1014.6,METAR KBOS 252254Z 28009KT 10SM FEW040 SCT250 24/14 A2996 RMK AO2 SLP145 T02440144 $,aviationweather_metar
2026-05-26T01:29:05.415206+00:00,2026-05-25T23:54:00+00:00,KBOS,,4.0,2.057776,,,23.9,14.4,1015.3,METAR KBOS 252354Z VRB04KT 10SM FEW055 SCT250 24/14 A2998 RMK AO2 SLP151 T02390144 10250 20189 53005 $,aviationweather_metar
2026-05-26T01:29:05.415170+00:00,2026-05-26T00:54:00+00:00,KBOS,260,4.0,2.057776,,,22.8,15.6,1016.0,METAR KBOS 260054Z 26004KT 10SM FEW055 FEW250 23/16 A3000 RMK AO2 SLP159 T02280156 $,aviationweather_metar
2026-05-26T05:39:41.777953+00:00,2026-05-26T01:54:00+00:00,KBOS,300,7.0,3.601108,,,21.7,13.3,1016.7,METAR KBOS 260154Z 30007KT 10SM SCT250 22/13 A3002 RMK AO2 SLP167 T02170133 $,aviationweather_metar
2026-05-26T05:39:41.777944+00:00,2026-05-26T02:54:00+00:00,KBOS,280,7.0,3.601108,,,20.6,14.4,1017.4,METAR KBOS 260254Z 28007KT 10SM FEW250 21/14 A3004 RMK AO2 SLP171 T02060144 51020 $,aviationweather_metar
2026-05-26T05:39:41.777932+00:00,2026-05-26T03:54:00+00:00,KBOS,280,6.0,3.086664,,,18.9,15.0,1017.4,METAR KBOS 260354Z 28006KT 10SM FEW110 FEW250 19/15 A3004 RMK AO2 SLP172 T01890150 $,aviationweather_metar
2026-05-26T05:39:41.777901+00:00,2026-05-26T04:54:00+00:00,KBOS,280,9.0,4.629996,,,18.9,14.4,1017.7,METAR KBOS 260454Z 28009KT 10SM FEW250 19/14 A3005 RMK AO2 SLP175 T01890144 402500122 $,aviationweather_metar
2026-05-26T08:54:06.003356+00:00,2026-05-26T05:54:00+00:00,KBOS,300,7.0,3.601108,,,17.2,14.4,1017.7,METAR KBOS 260554Z 30007KT 10SM FEW250 17/14 A3005 RMK AO2 SLP175 T01720144 10239 20172 51004 $,aviationweather_metar
2026-05-26T08:54:06.003344+00:00,2026-05-26T06:54:00+00:00,KBOS,310,6.0,3.086664,,,16.7,13.9,1017.7,METAR KBOS 260654Z 31006KT 10SM FEW250 17/14 A3005 RMK AO2 SLP176 T01670139 $,aviationweather_metar
2026-05-26T08:54:06.003315+00:00,2026-05-26T07:54:00+00:00,KBOS,290,6.0,3.086664,,,16.1,13.9,1017.7,METAR KBOS 260754Z 29006KT 10SM BKN250 16/14 A3005 RMK AO2 SLP176 T01610139 $,aviationweather_metar
2026-05-26T14:58:38.902173+00:00,2026-05-26T08:54:00+00:00,KBOS,210,4.0,2.057776,,,13.9,12.8,1017.7,METAR KBOS 260854Z COR 21004KT 10SM BKN250 14/13 A3005 RMK AO2 SLP176 T01390128 51001 $,aviationweather_metar
2026-05-26T14:58:38.902165+00:00,2026-05-26T09:54:00+00:00,KBOS,290,5.0,2.57222,,,16.1,12.8,1018.0,METAR KBOS 260954Z 29005KT 10SM BKN250 16/13 A3006 RMK AO2 SLP179 T01610128 $,aviationweather_metar
2026-05-26T14:58:38.902157+00:00,2026-05-26T10:54:00+00:00,KBOS,300,6.0,3.086664,,,17.2,12.8,1018.4,METAR KBOS 261054Z 30006KT 10SM BKN250 17/13 A3007 RMK AO2 SLP183 T01720128 $,aviationweather_metar
2026-05-26T14:58:38.902149+00:00,2026-05-26T11:54:00+00:00,KBOS,300,7.0,3.601108,,,18.9,12.2,1018.7,METAR KBOS 261154Z 30007KT 10SM BKN250 19/12 A3008 RMK AO2 SLP186 70006 T01890122 10189 20139 53009,aviationweather_metar
2026-05-26T14:58:38.902139+00:00,2026-05-26T12:54:00+00:00,KBOS,310,7.0,3.601108,,,21.1,12.2,1019.0,METAR KBOS 261254Z 31007KT 10SM BKN250 21/12 A3009 RMK AO2 SLP189 T02110122,aviationweather_metar
2026-05-26T14:58:38.902112+00:00,2026-05-26T13:54:00+00:00,KBOS,10,5.0,2.57222,,,22.8,11.1,1019.0,METAR KBOS 261354Z 01005KT 10SM SCT250 23/11 A3009 RMK AO2 SLP190 T02280111,aviationweather_metar
2026-05-26T17:55:49.434000+00:00,2026-05-26T14:54:00+00:00,KBOS,130,8.0,4.115552,,,21.7,13.3,1018.7,METAR KBOS 261454Z 13008KT 10SM FEW250 22/13 A3008 RMK AO2 SLP186 T02170133 50000,aviationweather_metar
2026-05-26T17:55:49.433988+00:00,2026-05-26T15:54:00+00:00,KBOS,130,8.0,4.115552,,,22.8,11.1,1018.0,METAR KBOS 261554Z 13008KT 10SM FEW045 FEW250 23/11 A3006 RMK AO2 SLP178 T02280111,aviationweather_metar
2026-05-26T17:55:49.433954+00:00,2026-05-26T16:54:00+00:00,KBOS,130,9.0,4.629996,,,23.3,9.4,1017.4,METAR KBOS 261654Z 13009KT 10SM FEW045 FEW250 23/09 A3004 RMK AO2 SLP170 T02330094,aviationweather_metar
2026-05-26T19:59:08.389258+00:00,2026-05-26T17:54:00+00:00,KBOS,120,8.0,4.115552,,,23.3,13.3,1016.3,METAR KBOS 261754Z 12008KT 10SM FEW045 FEW250 23/13 A3001 RMK AO2 SLP162 T02330133 10233 20189 57024,aviationweather_metar
2026-05-26T19:59:08.389242+00:00,2026-05-26T18:54:00+00:00,KBOS,140,9.0,4.629996,,,24.4,14.4,1015.7,METAR KBOS 261854Z 14009KT 10SM FEW045 SCT250 24/14 A2999 RMK AO2 SLP154 T02440144 $,aviationweather_metar
2026-05-26T19:59:08.389215+00:00,2026-05-26T19:54:00+00:00,KBOS,240,11.0,5.658884,20.0,10.28888,28.9,11.7,1014.6,METAR KBOS 261954Z 24011G20KT 10SM FEW045 BKN250 29/12 A2996 RMK AO2 SLP144 T02890117 $,aviationweather_metar
2026-05-26T21:46:27.876004+00:00,2026-05-26T20:54:00+00:00,KBOS,220,11.0,5.658884,,,28.3,11.1,1014.0,METAR KBOS 262054Z 22011KT 10SM FEW045 BKN250 28/11 A2994 RMK AO2 SLP137 T02830111 56025 $,aviationweather_metar
2026-05-26T23:01:45.119256+00:00,2026-05-26T21:54:00+00:00,KBOS,240,13.0,6.687772,25.0,12.8611,28.9,10.6,1013.3,METAR KBOS 262154Z 24013G25KT 10SM FEW050 BKN250 29/11 A2992 RMK AO2 SLP130 T02890106 $,aviationweather_metar
2026-05-26T23:01:45.119225+00:00,2026-05-26T22:54:00+00:00,KBOS,220,14.0,7.202216,,,24.4,13.3,1013.3,METAR KBOS 262254Z 22014KT 10SM BKN250 24/13 A2992 RMK AO2 SLP130 T02440133 $,aviationweather_metar
2026-05-27T00:17:37.905896+00:00,2026-05-26T23:54:00+00:00,KBOS,220,15.0,7.71666,,,23.9,12.8,1013.3,METAR KBOS 262354Z 22015KT 10SM BKN250 24/13 A2992 RMK AO2 PK WND 23027/2344 SLP132 T02390128 10289 20228 55004 $,aviationweather_metar
2026-05-27T04:54:03.123490+00:00,2026-05-27T00:54:00+00:00,KBOS,230,13.0,6.687772,,,23.3,11.7,1013.6,METAR KBOS 270054Z 23013KT 10SM BKN250 23/12 A2993 RMK AO2 SLP134 T02330117 $,aviationweather_metar
2026-05-27T04:54:03.123480+00:00,2026-05-27T01:54:00+00:00,KBOS,240,13.0,6.687772,,,22.2,10.6,1013.6,METAR KBOS 270154Z 24013KT 10SM BKN250 22/11 A2993 RMK AO2 SLP134 T02220106 $,aviationweather_metar
2026-05-27T04:54:03.123468+00:00,2026-05-27T02:54:00+00:00,KBOS,240,12.0,6.173328,,,21.7,10.6,1013.3,METAR KBOS 270254Z 24012KT 10SM SCT250 22/11 A2992 RMK AO2 SLP131 T02170106 58001 $,aviationweather_metar
2026-05-27T04:54:03.123437+00:00,2026-05-27T03:54:00+00:00,KBOS,230,13.0,6.687772,,,21.7,10.6,1012.6,METAR KBOS 270354Z 23013KT 10SM SCT250 22/11 A2990 RMK AO2 PK WND 23026/0332 SLP125 T02170106 $,aviationweather_metar
2026-05-27T08:34:53.544080+00:00,2026-05-27T04:54:00+00:00,KBOS,240,13.0,6.687772,,,21.1,10.6,1012.6,METAR KBOS 270454Z 24013KT 10SM SCT250 21/11 A2990 RMK AO2 SLP123 T02110106 402890139 $,aviationweather_metar
2026-05-27T08:34:53.544070+00:00,2026-05-27T05:54:00+00:00,KBOS,240,15.0,7.71666,,,20.6,11.1,1011.9,METAR KBOS 270554Z 24015KT 10SM SCT250 21/11 A2988 RMK AO2 SLP117 T02060111 10244 20206 57014 $,aviationweather_metar
2026-05-27T08:34:53.544036+00:00,2026-05-27T06:54:00+00:00,KBOS,240,13.0,6.687772,,,20.0,11.1,1011.3,METAR KBOS 270654Z 24013KT 10SM SCT250 20/11 A2986 RMK AO2 PK WND 24026/0606 SLP110 T02000111 $,aviationweather_metar
2026-05-27T08:34:53.544005+00:00,2026-05-27T07:54:00+00:00,KBOS,250,13.0,6.687772,,,20.0,10.6,1010.9,METAR KBOS 270754Z 25013KT 10SM SCT250 20/11 A2985 RMK AO2 SLP108 T02000106 $,aviationweather_metar
2026-05-27T15:36:21.681439+00:00,2026-05-27T08:54:00+00:00,KBOS,250,11.0,5.658884,,,20.0,10.6,1010.9,METAR KBOS 270854Z 25011KT 10SM BKN250 20/11 A2985 RMK AO2 SLP107 T02000106 56009 $,aviationweather_metar
2026-05-27T15:36:21.681430+00:00,2026-05-27T09:54:00+00:00,KBOS,240,10.0,5.14444,,,20.0,10.6,1010.9,METAR KBOS 270954Z 24010KT 10SM BKN250 20/11 A2985 RMK AO2 SLP108 T02000106 $,aviationweather_metar
